,genbank_accessions,genome_id,genome_name,organism_name,taxon_id,genome_status,strain,culture_collection,type_strain,completion_date,bioproject_accession,biosample_accession,refseq_accessions,sequencing_centers,sequencing_status,sequencing_platform,assembly_method,chromosomes,plasmids,genome_length,gc_content,refseq_cds,isolation_source,collection_date,isolation_country,geographic_location,host_name,host_health,comments,assembly_name,assembly_type,assembly_status,refseq_category,source_database,paired_accession,paired_assembly,bioproject_lineage_accessions,bioproject_lineage_titles,biosample_last_updated,biosample_publication_date,biosample_submission_date,biosample_package,biosample_status,biosample_description,biosample_owner,biosample_collected_by,biosample_lat_lon,biosample_sample_ids,biosample_models,biosample_bioprojects,biosample_attributes_json,annotation_name,annotation_provider,annotation_release_date,annotation_gene_total,annotation_gene_non_coding,annotation_gene_other,checkm_marker_set,checkm_marker_set_rank,checkm_version,checkm_completeness,checkm_contamination,checkm_completeness_percentile,checkm_species_tax_id,ani_match_status,ani_category,ani_comment,ani_submitted_match_assembly,ani_submitted_match_ani,ani_submitted_match_organism,assembly_stats_contig_n50,assembly_stats_contig_l50,assembly_stats_gc_count,assembly_stats_genome_coverage,assembly_stats_atgc_count,organism_infraspecific_names_strain,organism_infraspecific_names_isolate,assembly_stats_total_number_of_chromosomes,wgs_project_accession,annotation_count_gene_total,annotation_count_gene_protein_coding,annotation_count_gene_pseudogene,mash_cluster,mlst_source,mlst,isolation_source_l1,isolation_source_l2,serotype
10,GCA_000271985.2,GCF_000271985.2,Pseudomonas aeruginosa SJTD-1,Pseudomonas aeruginosa SJTD-1,1193501,Complete,SJTD-1,,,2016-06-02,PRJNA167272,SAMN02470939,GCF_000271985.2,Shanghai Jiao Tong University,OK,Illumina,ALLPATH-LG v. 2015; GapCloser v. 2015,1,0,6243825,66.5,5641,soil,,China,China: Shanghai,,,,ASM27198v2,haploid,current,,SOURCE_DATABASE_REFSEQ,GCA_000271985.2,"{'accession': 'GCA_000271985.2', 'status': 'current', 'annotationName': 'NCBI Prokaryotic Genome Annotation Pipeline (PGAP)'}",PRJNA167272,Pseudomonas aeruginosa SJTD-1 Genome sequencing,2015-05-18T13:11:28.537,2013-12-19T13:38:28.237,2013-12-19T13:34:35.300,Generic.1.0,"{'status': 'live', 'when': '2013-12-19T13:38:28.237'}","{'title': 'Sample from Pseudomonas aeruginosa SJTD-1', 'organism': {'taxId': 1193501, 'organismName': 'Pseudomonas aeruginosa SJTD-1'}}",{'name': 'NCBI'},,,"{'label': 'Sample name', 'value': 'AKCM'}",Generic,PRJNA167272,"[{""name"": ""strain"", ""value"": ""SJTD-1""}, {""name"": ""isolation_source"", ""value"": ""soil""}, {""name"": ""geo_loc_name"", ""value"": ""China: Shanghai""}]",GCF_000271985.2-RS_2025_03_23,NCBI RefSeq,2025-03-23,5761,79,,Pseudomonas aeruginosa,species,v1.2.3,99.61,0.31,76.4274,287,species_match,category_na,na,GCA_008801675.1,99.42,Pseudomonas aeruginosa,6243825,1,4152358,200.0,6243825,SJTD-1,,1.0,,5761.0,5641.0,41.0,92,PubMLST,2619,environment,soil_plant,O3
11,GCA_000284555.1,GCF_000284555.1,Pseudomonas aeruginosa NCGM2.S1,Pseudomonas aeruginosa NCGM2.S1,1089456,Complete,NCGM2.S1,,,2011-09-29,PRJDA73453,SAMD00061003,GCF_000284555.1,National Center for Global Health and Medicine,OK,ABI3730xl; 454,GS De Novo Assembler v. 2.3,1,0,6764661,66.0,6195,,,,,,,,ASM28455v1,haploid,current,,SOURCE_DATABASE_REFSEQ,GCA_000284555.1,"{'accession': 'GCA_000284555.1', 'status': 'current', 'annotationName': 'Annotation submitted by National Center for Global Health and Medicine'}",PRJDA73453,Pseudomonas aeruginosa NCGM2.S1 Genome sequencing,2016-09-26T20:10:59.000,2016-09-27T09:10:59.000,2016-09-28T01:01:33.498,Generic.1.0,"{'status': 'live', 'when': '2016-09-28T01:01:33.498'}","{'title': 'Generic sample from Pseudomonas aeruginosa NCGM2.S1', 'organism': {'taxId': 1089456, 'organismName': 'Pseudomonas aeruginosa NCGM2.S1'}}",{'name': 'DDBJ'},,,,Generic,PRJDA73453,"[{""name"": ""sample_name"", ""value"": ""AP012280""}, {""name"": ""strain"", ""value"": ""NCGM2.S1""}]",GCF_000284555.1-RS_2025_03_16,NCBI RefSeq,2025-03-16,6360,84,,Pseudomonas aeruginosa,species,v1.2.3,98.97,0.28,26.0574,287,species_match,category_na,na,GCA_001045685.1,98.97,Pseudomonas aeruginosa DSM 50071 = NBRC 12689,6764661,1,4474404,29.0,6764661,NCGM2.S1,,1.0,,6360.0,6195.0,81.0,1,PubMLST,235,other,unknown,O11
12,GCA_000414035.1,GCF_000414035.1,Pseudomonas aeruginosa RP73,Pseudomonas aeruginosa RP73,1340851,Complete,RP73,,,2013-06-24,PRJNA206088,SAMN02603771,GCF_000414035.1,"San Raffaele Scientific Institute, Division of Immunology, Transplantation and Infectious Diseases, Milano, Italy",OK,454,Newbler-gsAssembler module v. 2.5.3; CONSED v. 20,1,0,6342034,66.5,5744,,,,,,,,ASM41403v1,haploid,current,,SOURCE_DATABASE_REFSEQ,GCA_000414035.1,"{'accession': 'GCA_000414035.1', 'status': 'current', 'annotationName': 'NCBI Prokaryotic Genome Annotation Pipeline (PGAP)'}",PRJNA206088,Pseudomonas aeruginosa RP73 Genome sequencing,2015-05-18T13:19:53.740,2014-01-30T14:21:51.370,2014-01-30T14:21:51.370,Generic.1.0,"{'status': 'live', 'when': '2014-01-30T14:21:51.370'}","{'title': 'Sample from Pseudomonas aeruginosa RP73', 'organism': {'taxId': 1340851, 'organismName': 'Pseudomonas aeruginosa RP73'}}",{'name': 'NCBI'},,,"{'label': 'Sample name', 'value': 'CP006245'}",Generic,PRJNA206088,"[{""name"": ""strain"", ""value"": ""RP73""}]",GCF_000414035.1-RS_2025_02_14,NCBI RefSeq,2025-02-14,5896,79,,Pseudomonas aeruginosa,species,v1.2.3,98.99,0.54,27.2446,287,species_match,category_na,na,GCA_024169805.1,99.38,Pseudomonas aeruginosa,6342034,1,4214983,50.0,6342034,RP73,,1.0,,5896.0,5744.0,73.0,45,BVBRC,198,other,unknown,O3
13,GCA_000496455.2,GCF_000496455.2,Pseudomonas aeruginosa DHS01 DH01,Pseudomonas aeruginosa DHS01,1411700,Complete,DH01,,,2016-01-25,PRJNA224149,SAMN02383553,GCF_000496455.2,Hospital of Besancon - France,OK,,,1,0,7055752,66.0,6636,Patient (nose),1997-05,France,France,Homo sapiens,Assymptomatic carrier,,ASM49645v2,haploid,current,,SOURCE_DATABASE_REFSEQ,GCA_000496455.2,"{'accession': 'GCA_000496455.2', 'status': 'current', 'annotationName': 'NCBI Prokaryotic Genome Annotation Pipeline (PGAP)'}",PRJNA224149,Multidrug-resistant epidemic Pseudomonas aeruginosa genome sequencing (early isolate),2021-02-24T10:00:55.827,2013-10-25T00:00:00.000,2013-10-24T10:35:38.793,Pathogen.cl.1.0,"{'status': 'live', 'when': '2013-10-25T12:10:56.717'}","{'title': 'Clinical epidemic strain of Pseudomonas aeruginosa (early isolate)', 'organism': {'taxId': 1411700, 'organismName': 'Pseudomonas aeruginosa DHS01'}}","{'name': 'CHU of Besancon', 'contacts': [{}]}",Didier Hocquet,47.231225 N 5.964489 E,"{'label': 'Sample name', 'value': 'DH01'}",Pathogen.cl,PRJNA224149,"[{""name"": ""collection_date"", ""value"": ""1997-05""}, {""name"": ""geo_loc_name"", ""value"": ""France""}, {""name"": ""lat_lon"", ""value"": ""47.231225 N 5.964489 E""}, {""name"": ""host"", ""value"": ""Homo sapiens""}, {""name"": ""strain"", ""value"": ""DH01""}, {""name"": ""collected_by"", ""value"": ""Didier Hocquet""}, {""name"": ""isolation_source"", ""value"": ""Patient (nose)""}, {""name"": ""host_disease"", ""value"": ""Assymptomatic carrier""}, {""name"": ""genotype"", ""value"": ""ST395""}]",GCF_000496455.2-RS_2025_08_25,NCBI RefSeq,2025-08-25,6786,87,,Pseudomonas aeruginosa,species,v1.2.4,97.37,0.88,8.20541,287,species_match,category_na,na,GCA_024169805.1,99.39,Pseudomonas aeruginosa,7055752,1,4640122,,7055673,DH01,,1.0,,6786.0,6636.0,63.0,73,PubMLST,395,human,clinical_other,O6
14,GCA_000496605.2,GCF_000496605.2,Pseudomonas aeruginosa PA1,Pseudomonas aeruginosa PA1,1279007,Complete,PA1,,,2015-09-11,PRJNA185335,SAMN02603191,GCF_000496605.2,"Department of Microbiology, The Third Military Medical University",OK,PacBio,RS_HGAP _Assembly v. 2.0,1,0,6498072,66.5,5941,,,,,,,,ASM49660v2,haploid,current,,SOURCE_DATABASE_REFSEQ,GCA_000496605.2,"{'accession': 'GCA_000496605.2', 'status': 'current', 'annotationName': 'NCBI Prokaryotic Genome Annotation Pipeline (PGAP)'}",PRJNA185335,Pseudomonas aeruginosa PA1 Genome sequencing,2015-05-18T13:18:36.550,2014-01-30T11:19:39.583,2014-01-30T11:19:39.583,Generic.1.0,"{'status': 'live', 'when': '2014-01-30T11:19:39.583'}","{'title': 'Sample from Pseudomonas aeruginosa PA1', 'organism': {'taxId': 1279007, 'organismName': 'Pseudomonas aeruginosa PA1'}}",{'name': 'NCBI'},,,"{'label': 'Sample name', 'value': 'CP004054'}",Generic,PRJNA185335,"[{""name"": ""strain"", ""value"": ""PA1""}]",GCF_000496605.2-RS_2025_02_08,NCBI RefSeq,2025-02-08,6076,81,,Pseudomonas aeruginosa,species,v1.2.3,99.15,0.81,33.534,287,species_match,category_na,na,GCA_024169805.1,99.37,Pseudomonas aeruginosa,6498072,1,4311697,396.02,6498072,PA1,,1.0,,6076.0,5941.0,54.0,40,PubMLST,782,other,unknown,O6
15,GCA_000496645.1,GCF_000496645.1,Pseudomonas aeruginosa PA1R,Pseudomonas aeruginosa PA1R,1279008,Complete,PA1R,,,2013-11-12,PRJNA185336,SAMN02603192,GCF_000496645.1,"Department of Microbiology, The Third Military Medical University",OK,454,Assembler v. 2.3,1,0,6309305,66.5,5781,,,,,,,,ASM49664v1,haploid,current,,SOURCE_DATABASE_REFSEQ,GCA_000496645.1,"{'accession': 'GCA_000496645.1', 'status': 'current', 'annotationName': 'Annotation submitted by Department of Microbiology, The Third Military Medical University'}",PRJNA185336,Pseudomonas aeruginosa PA1R Genome sequencing,2015-05-18T13:18:36.590,2014-01-30T11:19:39.710,2014-01-30T11:19:39.710,Generic.1.0,"{'status': 'live', 'when': '2014-01-30T11:19:39.710'}","{'title': 'Sample from Pseudomonas aeruginosa PA1R', 'organism': {'taxId': 1279008, 'organismName': 'Pseudomonas aeruginosa PA1R'}}",{'name': 'NCBI'},,,"{'label': 'Sample name', 'value': 'CP004055'}",Generic,PRJNA185336,"[{""name"": ""strain"", ""value"": ""PA1R""}]",GCF_000496645.1-RS_2025_02_22,NCBI RefSeq,2025-02-22,5918,82,,Pseudomonas aeruginosa,species,v1.2.3,95.74,1.66,3.82109,287,species_match,category_na,na,GCA_024169805.1,99.37,Pseudomonas aeruginosa,6309305,1,4182361,,6309305,PA1R,,1.0,,5918.0,5781.0,55.0,40,BVBRC,782,other,unknown,O6
16,GCA_000504045.1,GCF_000504045.1,Pseudomonas aeruginosa MTB-1,Pseudomonas aeruginosa MTB-1,1415629,Complete,MTB-1,,,2013-12-05,PRJNA225944,SAMN02389526,GCF_000504045.1,Tohoku University,OK,454; Illumina,Newbler v. 2.8,1,0,6580038,66.0,6022,t-HCH contaminated soil,,India,India,,,,ASM50404v1,haploid,current,,SOURCE_DATABASE_REFSEQ,GCA_000504045.1,"{'accession': 'GCA_000504045.1', 'status': 'current', 'annotationName': 'NCBI Prokaryotic Genome Annotation Pipeline (PGAP)'}",PRJNA225944,Pseudomonas aeruginosa MTB-1 Genome sequencing,2014-06-10T15:39:46.133,2013-12-06T06:49:28.493,2013-10-30T22:05:48.040,Generic.1.0,"{'status': 'live', 'when': '2013-12-06T06:49:28.493'}","{'title': 'Pseudomonas aeruginosa MTB-1', 'organism': {'taxId': 1415629, 'organismName': 'Pseudomonas aeruginosa MTB-1'}}","{'name': 'Tohoku University', 'contacts': [{}]}",,,"{'label': 'Sample name', 'value': 'Pseudomonas aerugionosa MTB-1'}",Generic,,"[{""name"": ""geo_loc_name"", ""value"": ""India""}, {""name"": ""isolation_source"", ""value"": ""t-HCH contaminated soil""}, {""name"": ""strain"", ""value"": ""MTB-1""}]",GCF_000504045.1-RS_2025_02_08,NCBI RefSeq,2025-02-08,6152,79,,Pseudomonas aeruginosa,species,v1.2.3,99.47,0.77,59.7957,287,species_match,category_na,na,GCA_001045685.1,98.95,Pseudomonas aeruginosa DSM 50071 = NBRC 12689,6580038,1,4358696,120.0,6580038,MTB-1,,1.0,,6152.0,6022.0,51.0,20,PubMLST,2689,environment,soil_plant,O1
17,GCA_000508765.1,GCF_000508765.1,Pseudomonas aeruginosa LES431,Pseudomonas aeruginosa LES431,1408272,Complete,LES431,,,2013-12-17,PRJNA222518,SAMN02641592,GCF_000508765.1,"IBIS, University Laval",OK,Sanger dideoxy sequencing; 454,GS De novo Assembler v. 2.6; Consed v. 20.0,1,0,6550070,66.5,5972,missing,missing,missing,missing,missing,missing,,ASM50876v1,haploid,current,,SOURCE_DATABASE_REFSEQ,GCA_000508765.1,"{'accession': 'GCA_000508765.1', 'status': 'current', 'annotationName': 'NCBI Prokaryotic Genome Annotation Pipeline (PGAP)'}",PRJNA222518,Pseudomonas aeruginosa LES431 Genome sequencing,2017-09-18T09:24:45.743,2014-02-13T12:40:49.490,2014-02-13T12:40:49.490,Pathogen.cl.1.0,"{'status': 'live', 'when': '2014-02-13T12:40:49.490'}","{'title': 'Pathogen: clinical or host-associated sample from Pseudomonas aeruginosa LES431', 'organism': {'taxId': 1408272, 'organismName': 'Pseudomonas aeruginosa LES431'}}",{'name': 'NCBI'},missing,missing,"{'label': 'Sample name', 'value': 'CP006937'}",Pathogen;Pathogen.cl,PRJNA222518,"[{""name"": ""strain"", ""value"": ""LES431""}, {""name"": ""geo_loc_name"", ""value"": ""missing""}, {""name"": ""collected_by"", ""value"": ""missing""}, {""name"": ""isolation_source"", ""value"": ""missing""}, {""name"": ""host"", ""value"": ""missing""}, {""name"": ""host_disease"", ""value"": ""missing""}, {""name"": ""collection_date"", ""value"": ""missing""}, {""name"": ""note"", ""value"": ""Liverpool epidemic strain""}, {""name"": ""lat_lon"", ""value"": ""missing""}]",GCF_000508765.1-RS_2025_02_20,NCBI RefSeq,2025-02-20,6123,83,,Pseudomonas aeruginosa,species,v1.2.3,99.37,0.28,51.5737,287,species_match,category_na,na,GCA_022496575.1,99.5,Pseudomonas aeruginosa,6550070,1,4345361,50.0,6550070,LES431,,1.0,,6123.0,5972.0,68.0,94,PubMLST,146,other,unknown,O6
18,GCA_000510305.1,GCF_000510305.1,Pseudomonas aeruginosa SCV20265,Pseudomonas aeruginosa SCV20265,1427342,Complete,SCV20265,,,2013-12-18,PRJNA229445,SAMN02415141,GCF_000510305.1,Helmholtz Center for Infection Research,OK,PacBio; Illumina GAIIx,HGAP SMRTPortal v. 2.0.1,1,0,6725183,66.5,6173,CF isolate,,,,Homo sapiens,,,ASM51030v1,haploid,current,,SOURCE_DATABASE_REFSEQ,GCA_000510305.1,"{'accession': 'GCA_000510305.1', 'status': 'current', 'annotationName': 'Annotation submitted by Helmholtz Center for Infection Research'}",PRJNA229445,Pseudomonas aeruginosa SCV20265 Genome sequencing,2015-02-10T11:08:29.300,2013-11-20T16:54:59.497,2013-11-20T11:58:13.990,Generic.1.0,"{'status': 'live', 'when': '2013-11-20T16:54:59.497'}","{'title': 'General Sample for Pseudomonas aeruginosa SCV20265', 'organism': {'taxId': 1427342, 'organismName': 'Pseudomonas aeruginosa SCV20265'}}","{'name': 'Helmholtz Center for Infection Research', 'contacts': [{}]}",,,"{'label': 'Sample name', 'value': 'SCV20265'}",Generic,,"[{""name"": ""host"", ""value"": ""Homo sapiens""}, {""name"": ""isolation_source"", ""value"": ""CF isolate""}, {""name"": ""disease"", ""value"": ""cystic fibrosis""}, {""name"": ""strain"", ""value"": ""SCV20265""}]",GCF_000510305.1-RS_2025_02_07,NCBI RefSeq,2025-02-07,6316,80,,Pseudomonas aeruginosa,species,v1.2.3,99.62,0.5,82.2805,287,species_match,category_na,na,GCA_024169805.1,99.37,Pseudomonas aeruginosa,6725183,1,4455659,135.0,6725183,SCV20265,,1.0,,6316.0,6173.0,63.0,44,PubMLST,299,human,respiratory,O3
19,GCA_000524595.1,GCF_000524595.1,Pseudomonas aeruginosa YL84,Pseudomonas aeruginosa YL84,1448140,Complete,YL84,,,2014-01-30,PRJNA234476,SAMN02641599,GCF_000524595.1,UNIVERSITY OF MALAYA,OK,Pacific Biosciences RS II,HGAP v. unknown,1,0,6433441,66.5,5816,compost,missing,Malaysia,Malaysia,missing,missing,,ASM52459v1,haploid,current,,SOURCE_DATABASE_REFSEQ,GCA_000524595.1,"{'accession': 'GCA_000524595.1', 'status': 'current', 'annotationName': 'NCBI Prokaryotic Genome Annotation Pipeline (PGAP)'}",PRJNA234476,Complete Genome Sequence of Pseudomonas Aeruginosa-A Quorum Sensing Strain,2015-05-18T13:21:55.510,2014-02-13T12:40:50.157,2014-02-13T12:40:50.157,Pathogen.cl.1.0,"{'status': 'live', 'when': '2014-02-13T12:40:50.157'}","{'title': 'Pathogen: clinical or host-associated sample from Pseudomonas aeruginosa YL84', 'organism': {'taxId': 1448140, 'organismName': 'Pseudomonas aeruginosa YL84'}}",{'name': 'NCBI'},missing,missing,"{'label': 'Sample name', 'value': 'CP007147'}",Pathogen;Pathogen.cl,PRJNA234476,"[{""name"": ""strain"", ""value"": ""YL84""}, {""name"": ""geo_loc_name"", ""value"": ""Malaysia""}, {""name"": ""collected_by"", ""value"": ""missing""}, {""name"": ""isolation_source"", ""value"": ""compost""}, {""name"": ""host"", ""value"": ""missing""}, {""name"": ""host_disease"", ""value"": ""missing""}, {""name"": ""collection_date"", ""value"": ""missing""}, {""name"": ""lat_lon"", ""value"": ""missing""}]",GCF_000524595.1-RS_2025_02_08,NCBI RefSeq,2025-02-08,5965,81,,Pseudomonas aeruginosa,species,v1.2.3,99.56,0.35,73.1033,287,species_match,category_na,na,GCA_024169805.1,99.4,Pseudomonas aeruginosa,6433441,1,4273644,210.43,6433441,YL84,,1.0,,5965.0,5816.0,68.0,62,-,-,environment,soil_plant,O6
20,GCA_000763245.3,GCF_000763245.3,Pseudomonas aeruginosa CCBH4851,Pseudomonas aeruginosa,287,Complete,CCBH4851,,,2020-03-04,PRJNA257157,SAMN02947975,GCF_000763245.3,Instituto Oswaldo Cruz,OK,PacBio; Illumina MiSeq,Canu v. 1.5; A5Miseq v. Feb-2015,1,0,6834257,66.0,6278,catheter tip,2008-12-10,Brazil,Brazil,Homo sapiens,,,ASM76324v3,haploid,current,,SOURCE_DATABASE_REFSEQ,GCA_000763245.3,"{'accession': 'GCA_000763245.3', 'status': 'current', 'annotationName': 'NCBI Prokaryotic Genome Annotation Pipeline (PGAP)'}",PRJNA257157,Pseudomonas aeruginosa strain:ST277 Genome sequencing,2021-02-28T02:24:51.246,2014-07-31T00:00:00.000,2014-07-31T08:39:23.706,Microbe.1.0,"{'status': 'live', 'when': '2014-07-31T08:39:23.707'}","{'title': 'Microbe sample from Pseudomonas aeruginosa', 'organism': {'taxId': 287, 'organismName': 'Pseudomonas aeruginosa'}}","{'name': 'Instituto Oswaldo Cruz', 'contacts': [{}]}",Goiais,16.6786 S 49.2539 W,"{'label': 'Sample name', 'value': 'CCBH4851'}","Microbe, viral or environmental",,"[{""name"": ""strain"", ""value"": ""CCBH4851""}, {""name"": ""collection_date"", ""value"": ""2008-12-10""}, {""name"": ""geo_loc_name"", ""value"": ""Brazil""}, {""name"": ""isolation_source"", ""value"": ""catheter tip""}, {""name"": ""collected_by"", ""value"": ""Goiais""}, {""name"": ""host"", ""value"": ""Homo sapiens""}, {""name"": ""lat_lon"", ""value"": ""16.6786 S 49.2539 W""}, {""name"": ""sample_type"", ""value"": ""missing""}]",GCF_000763245.3-RS_2025_05_20,NCBI RefSeq,2025-05-20,6456,82,,Pseudomonas aeruginosa,species,v1.2.3,98.97,0.82,26.0574,287,species_match,category_na,na,GCA_008801675.1,99.4,Pseudomonas aeruginosa,6834257,1,4516337,78.0,6834257,CCBH4851,,1.0,,6456.0,6278.0,96.0,77,PubMLST,277,other,hospital/equipment,O2
21,GCA_000816985.1,GCF_000816985.1,Pseudomonas aeruginosa F22031,Pseudomonas aeruginosa,287,Complete,F22031,,,2015-01-09,PRJNA237986,SAMN02673269,GCF_000816985.1,MSKCC,OK,PacBio,HGAP v. 2,1,0,6603099,66.0,6003,pubic bone,2012,USA,"USA: New York, NY",Homo sapiens,cancer,,ASM81698v1,haploid,current,,SOURCE_DATABASE_REFSEQ,GCA_000816985.1,"{'accession': 'GCA_000816985.1', 'status': 'current', 'annotationName': 'NCBI Prokaryotic Genome Annotation Pipeline (PGAP)'}",PRJNA237986,Pseudomonas aeruginosa F22031 Genome sequencing,2021-10-28T15:36:02.190,2014-12-31T00:00:00.000,2014-03-04T19:09:34.473,Pathogen.cl.1.0,"{'status': 'live', 'when': '2014-12-31T00:44:21.727'}","{'title': 'Clinical or host-associated pathogen sample for Pseudomonas aeruginosa', 'organism': {'taxId': 287, 'organismName': 'Pseudomonas aeruginosa'}}","{'name': 'MSKCC', 'contacts': [{}]}",Memorial Hospital,40.77 N 73.96 W,"{'label': 'Sample name', 'value': 'F22031'};{'db': 'SRA', 'value': 'SRS10757580'}",Pathogen.cl,PRJNA237986,"[{""name"": ""strain"", ""value"": ""F22031""}, {""name"": ""collected_by"", ""value"": ""Memorial Hospital""}, {""name"": ""collection_date"", ""value"": ""2012""}, {""name"": ""geo_loc_name"", ""value"": ""USA: New York, NY""}, {""name"": ""lat_lon"", ""value"": ""40.77 N 73.96 W""}, {""name"": ""host"", ""value"": ""Homo sapiens""}, {""name"": ""host_disease"", ""value"": ""cancer""}, {""name"": ""isolation_source"", ""value"": ""pubic bone""}]",GCF_000816985.1-RS_2025_02_24,NCBI RefSeq,2025-02-24,6154,80,,Pseudomonas aeruginosa,species,v1.2.3,98.75,1.01,20.392,287,species_match,category_na,na,GCA_001045685.1,99.43,Pseudomonas aeruginosa DSM 50071 = NBRC 12689,6603099,1,4372793,111.0,6603099,F22031,,1.0,,6154.0,6003.0,71.0,37,PubMLST,485,human,clinical_other,O4
22,GCA_000829255.1,GCF_000829255.1,Pseudomonas aeruginosa NCGM1984,Pseudomonas aeruginosa,287,Complete,NCGM1984,,,2014-09-18,PRJDB3032,SAMD00019082,GCF_000829255.1,National Center for Global Health and Medicine,OK,PacBio RSII,Minimus2 v. 3.1.0,1,0,6850954,66.0,6350,,2012,Japan,Japan: Aomori prefecture,Homo sapiens,,,ASM82925v1,haploid,current,,SOURCE_DATABASE_REFSEQ,GCA_000829255.1,"{'accession': 'GCA_000829255.1', 'status': 'current', 'annotationName': 'Annotation submitted by National Center for Global Health and Medicine'}",PRJDB3032,Complete genome sequence of Pseudomonas aeruginosa NCGM1984,2022-04-04T05:50:29.000,2014-08-05T00:00:00.000,2014-08-05T00:00:00.000,MIGS.ba.human-associated.6.0,"{'status': 'live', 'when': '2014-08-05T00:00:00.000'}","{'title': 'MIGS Cultured Bacterial/Archaeal sample from Pseudomonas aeruginosa', 'organism': {'taxId': 287, 'organismName': 'Pseudomonas aeruginosa'}, 'comment': 'Keywords: GSC:MIxS;MIGS:6.0'}",{'name': 'National Center for Global Health and Medicine'},,,,MIGS.ba.human-associated,PRJDB3032,"[{""name"": ""sample_name"", ""value"": ""Pseudomonas aeruginosa NCGM1984""}, {""name"": ""strain"", ""value"": ""NCGM1984""}, {""name"": ""env_broad_scale"", ""value"": ""NA""}, {""name"": ""collection_date"", ""value"": ""2012""}, {""name"": ""env_local_scale"", ""value"": ""NA""}, {""name"": ""geo_loc_name"", ""value"": ""Japan: Aomori prefecture""}, {""name"": ""lat_lon"", ""value"": ""NA""}, {""name"": ""env_medium"", ""value"": ""Urinary catheter""}, {""name"": ""project_name"", ""value"": ""Complete genome sequence of Pseudomonas aeruginosa NCGM1984""}, {""name"": ""isol_growth_condt"", ""value"": ""NA""}, {""name"": ""num_replicons"", ""value"": ""NA""}, {""name"": ""ref_biomaterial"", ""value"": ""NA""}, {""name"": ""host"", ""value"": ""Homo sapiens""}, {""name"": ""locus_tag_prefix"", ""value"": ""NCGM1984""}]",GCF_000829255.1-RS_2025_05_20,NCBI RefSeq,2025-05-20,6503,86,,Pseudomonas aeruginosa,species,v1.2.3,99.07,1.12,29.9503,287,species_match,category_na,na,GCA_024169805.1,98.92,Pseudomonas aeruginosa,6850954,1,4518980,533.0,6850954,NCGM1984,,1.0,,6503.0,6350.0,67.0,1,PubMLST,235,other,unknown,O11
23,GCA_000829275.1,GCF_000829275.1,Pseudomonas aeruginosa NCGM1900,Pseudomonas aeruginosa,287,Complete,NCGM1900,,,2014-08-01,PRJDB2972,SAMD00018700,GCF_000829275.1,"Department of Infectious Diseases, National Center for Global Health and Medicine",OK,PacBio RSII,Minimus2 v.3.1.0,1,0,6814936,66.0,6287,,2012,Japan,Japan: Hyogo prefecture,Homo sapiens,,,ASM82927v1,haploid,current,,SOURCE_DATABASE_REFSEQ,GCA_000829275.1,"{'accession': 'GCA_000829275.1', 'status': 'current', 'annotationName': 'Annotation submitted by Department of Infectious Diseases, National Center for Global Health and Medicine'}",PRJDB2972,Complete genome sequence of Pseudomonas aeruginosa NCGM1900,2022-04-05T04:49:24.000,2014-07-22T00:00:00.000,2014-07-22T00:00:00.000,MIGS.ba.human-associated.6.0,"{'status': 'live', 'when': '2014-07-22T00:00:00.000'}","{'title': 'MIGS Cultured Bacterial/Archaeal sample from Pseudomonas aeruginosa', 'organism': {'taxId': 287, 'organismName': 'Pseudomonas aeruginosa'}, 'comment': 'Keywords: GSC:MIxS;MIGS:6.0'}",{'name': 'National Center for Global Health and Medicine'},,,,MIGS.ba.human-associated,PRJDB2972,"[{""name"": ""sample_name"", ""value"": ""Pseudomonas aeruginosa NCGM1900""}, {""name"": ""strain"", ""value"": ""NCGM1900""}, {""name"": ""env_broad_scale"", ""value"": ""NA""}, {""name"": ""collection_date"", ""value"": ""2012""}, {""name"": ""env_local_scale"", ""value"": ""Multidrug-resistant Pseudomonas aeruginosa""}, {""name"": ""geo_loc_name"", ""value"": ""Japan: Hyogo prefecture""}, {""name"": ""lat_lon"", ""value"": ""NA""}, {""name"": ""env_medium"", ""value"": ""Urinary catheter""}, {""name"": ""project_name"", ""value"": ""Complete genome sequence of Pseudomonas aeruginosa NCGM1900""}, {""name"": ""isol_growth_condt"", ""value"": ""NA""}, {""name"": ""num_replicons"", ""value"": ""NA""}, {""name"": ""ref_biomaterial"", ""value"": ""NA""}, {""name"": ""host"", ""value"": ""Homo sapiens""}, {""name"": ""locus_tag_prefix"", ""value"": ""NCGM1900""}]",GCF_000829275.1-RS_2025_03_16,NCBI RefSeq,2025-03-16,6450,86,,Pseudomonas aeruginosa,species,v1.2.3,98.87,1.12,23.2689,287,species_match,category_na,na,GCA_024169805.1,98.92,Pseudomonas aeruginosa,6814936,1,4496570,554.0,6814936,NCGM1900,,1.0,,6450.0,6287.0,77.0,1,PubMLST,235,other,unknown,O11
